Next follow up date cannot be earlier than reported date.,Sonraki takip tarihi bildirilen tarihten önce olamaz.,
No active break-glass grant for {0},{0} için aktif kırma camı yetkisi yok,
Non-head office branches must reference a parent office branch.,Merkez olmayan ofis şubeleri bir üst ofis şubesine başvurmalıdır.,
Notification content templates,Bildirim içerik şablonları,
Notification delivery queue,Bildirim teslimat kuyruğu,
Notification template is required.,Bildirim şablonu zorunludur.,
Offer board and conversion,Teklif panosu ve dönüşüm,
Offer converted to Policy successfully.,Teklif başarıyla Poliçeye dönüştürüldü.,
Offer has expired. Update Valid Until date before conversion.,Teklifin süresi dolmuş. Dönüşüm öncesinde Geçerlilik Tarihi güncellenmelidir.,
Offer is already converted to Policy.,Teklif zaten Poliçeye dönüştürülmüş.,
Offer is missing required fields: {0},Teklifte zorunlu alanlar eksik: {0},
Offer is required.,Teklif zorunludur.,
Offer premium values are inconsistent. Update offer amounts before conversion.,Teklif prim değerleri tutarsız. Dönüşüm öncesinde teklif tutarları güncellenmelidir.,
Offer premium values are missing. Set net or gross premium before conversion.,Teklif prim değerleri eksik. Dönüşüm öncesinde net veya brüt prim belirlenmelidir.,
Offer status must be Sent or Accepted before conversion.,Dönüşüm öncesinde teklif durumu Gönderildi veya Kabul Edildi olmalıdır.,
Only System Managers can approve break-glass requests,Kırma camı taleplerini yalnızca Sistem Yöneticileri onaylayabilir,
Only System Managers can approve requests,Talepleri yalnızca Sistem Yöneticileri onaylayabilir,
Only System Managers can reject break-glass requests,Kırma camı taleplerini yalnızca Sistem Yöneticileri reddedebilir,
Only System Managers can reject requests,Talepleri yalnızca Sistem Yöneticileri reddedebilir,
Only System Managers can view pending requests,Bekleyen talepleri yalnızca Sistem Yöneticileri görebilir,
Only System Managers or Compliance users can view break-glass audit logs,Kırma camı denetim günlüklerini yalnızca Sistem Yöneticileri veya Uyum kullanıcıları görebilir,
Only one default office branch is allowed per user.,Kullanıcı başına yalnızca bir varsayılan ofis şubesi izin verilir.,
Only one default sales entity access is allowed per user.,Kullanıcı başına yalnızca bir varsayılan satış birimi erişimi izin verilir.,
Only one head office branch is allowed.,Yalnızca bir merkez ofis şubesine izin verilir.,
Only one pool sales entity is allowed per office branch.,Her ofis şubesi için yalnızca bir havuz satış birimine izin verilir.,
Paid amount cannot be greater than approved amount.,Ödenen tutar onaylanan tutardan büyük olamaz.,
Parent sales entity must belong to the same office branch.,Üst satış birimi aynı ofis şubesine ait olmalıdır.,
Payment amount must be greater than zero.,Ödeme tutarı sıfırdan büyük olmalıdır.,
Payment customer must match claim customer.,Ödeme müşterisi hasar müşterisiyle eşleşmelidir.,
Payment is marked as paid before due date.,"Ödeme, vade tarihinden önce ödenmiş olarak işaretlenmiş.",
Payment not found.,Ödeme bulunamadı.,
Payment policy must match claim policy.,Ödeme poliçesi hasar poliçesiyle eşleşmelidir.,
Permission Denied,İzin Reddedildi,
Please enter a valid T.C. Identity Number.,Lütfen geçerli bir T.C. Kimlik Numarası girin.,
Please enter a valid email address.,Lütfen geçerli bir e-posta adresi girin.,
Policy end date cannot be earlier than start date.,Poliçe bitiş tarihi başlangıç tarihinden önce olamaz.,
Policy endorsement operations,Poliçe zeyil işlemleri,
Policy lifecycle management,Poliçe yaşam döngüsü yönetimi,
Policy or customer selection is required.,Poliçe veya müşteri seçimi zorunludur.,
Pool sales entity cannot be deactivated while its office branch is active.,Ofis şubesi aktifken havuz satış birimi devre dışı bırakılamaz.,
Premium collections and payouts,Prim tahsilatları ve ödemeleri,
Prepared outbound notifications,Hazırlanmış giden bildirimler,
Quick communication requires a single delivery channel.,Hızlı iletişim tek bir teslimat kanalı gerektirir.,
Recipient is required.,Alıcı zorunludur.,
Reconciliation work items,Mutabakat iş öğeleri,
Record name is required.,Kayıt adı zorunludur.,
Reference record not found.,Referans kayıt bulunamadı.,
Rejection Failed,Red Başarısız,
Rejection reason is required when claim status is Rejected.,Hasar durumu Reddedildi olduğunda red nedeni zorunludur.,
Renewal Task not found.,Yenileme Görevi bulunamadı.,
Renewal follow-up,Yenileme takibi,
Report cannot be loaded. Please try again later.,Rapor yüklenemedi. Lütfen daha sonra tekrar deneyin.,
Request Failed,Talep Başarısız,
Request kind must be access,Talep türü erişim olmalıdır,
"Request status is {0}, cannot approve","Talep durumu {0}, onaylanamaz",
Sales Entity must belong to the selected Office Branch,Satış Birimi seçilen Ofis Şubesine ait olmalıdır,
Scheduled For cannot be in the past for planned campaigns.,Planlı kampanyalarda Zamanlama Tarihi geçmişte olamaz.,
Scheduled For is required for planned or running campaigns.,Planlı veya devam eden kampanyalar için Zamanlama Tarihi zorunludur.,
Scope Mode must be either self_only or self_and_descendants.,Kapsam Modu self_only veya self_and_descendants olmalıdır.,
Security: Developer Mode Required,Güvenlik: Geliştirici Modu Gereklidir,
Seed data operations are only allowed in developer mode.,Tohum verisi işlemleri yalnızca geliştirici modunda izin verilir.,
Seed inspection is only allowed in developer mode.,Tohum incelemesi yalnızca geliştirici modunda izin verilir.,
Segment is required.,Segment zorunludur.,
Selected notification template is inactive.,Seçilen bildirim şablonu etkin değil.,
Server Error,Sunucu Hatası,
Source DocType is required when Source Name is provided.,Kaynak Adı sağlandığında Kaynak DocType zorunludur.,
Source Lead: {0},Kaynak Fırsat: {0},
Source record is required.,Kaynak kayıt zorunludur.,
System Note: Stale renewal task was automatically closed.,Sistem Notu: Eski yenileme görevi otomatik olarak kapatıldı.,
T.C. Identity Number must be 11 digits long.,T.C. Kimlik Numarası 11 haneli olmalıdır.,
TCMB exchange rate is unavailable. Enter FX Rate manually.,TCMB döviz kuru mevcut değil. Döviz Kurunu manuel olarak girin.,
Tax Number must be 10 digits long.,Vergi Numarası 10 haneli olmalıdır.,
Tax amount cannot be negative.,Vergi tutarı negatif olamaz.,
Template context could not be serialized.,Şablon bağlamı serileştirilemedi.,
Template context is too large. Maximum allowed size is {0} bytes.,Şablon bağlamı çok büyük. Maksimum izin verilen boyut {0} bayttır.,
Template context must be a JSON object.,Şablon bağlamı bir JSON nesnesi olmalıdır.,
Too many admin job trigger requests. Please retry shortly.,Çok fazla yönetici iş tetikleme isteği. Lütfen kısa süre içinde tekrar deneyin.,
Too many template preview requests. Please retry shortly.,Çok fazla şablon önizleme isteği. Lütfen kısa süre içinde tekrar deneyin.,
Unsupported endorsement fields: {0},Desteklenmeyen zeyil alanları: {0},
Unsupported installment status: {0},Desteklenmeyen taksit durumu: {0},
Unsupported notification channel.,Desteklenmeyen bildirim kanalı.,
Unsupported option source: {0},Desteklenmeyen seçenek kaynağı: {0},
Unsupported option value: {0},Desteklenmeyen seçenek değeri: {0},
Unsupported payment status: {0},Desteklenmeyen ödeme durumu: {0},
Unsupported quick delete doctype: {0},Desteklenmeyen hızlı silme doctype: {0},
Unsupported quick edit doctype: {0},Desteklenmeyen hızlı düzenleme doctype: {0},
Unsupported quick offer status: {0},Desteklenmeyen hızlı teklif durumu: {0},
Unsupported renewal outcome status: {0},Desteklenmeyen yenileme sonuç durumu: {0},
Unsupported renewal status: {0},Desteklenmeyen yenileme durumu: {0},
Valid until date cannot be earlier than offer date.,Geçerlilik tarihi teklif tarihinden önce olamaz.,
Write denied,Yazma reddedildi,
You already have a pending request for {0} access,{0} erişimi için bekleyen bir talebiniz zaten mevcut,
You cannot grant emergency access to yourself.,Kendinize acil erişim yetkisi veremezsiniz.,
You do not have permission to access dashboard data.,Pano verilerine erişim izniniz yok.,
You do not have permission to create accounting entries.,Muhasebe kaydı oluşturma izniniz yok.,
You do not have permission to create activities.,Aktivite oluşturma izniniz yok.,
You do not have permission to create branches.,Şube oluşturma izniniz yok.,
You do not have permission to create call notes.,Görüşme notu oluşturma izniniz yok.,
You do not have permission to create campaigns.,Kampanya oluşturma izniniz yok.,
You do not have permission to create claims.,Hasar oluşturma izniniz yok.,
You do not have permission to create customer relations.,Müşteri ilişkisi oluşturma izniniz yok.,
You do not have permission to create customers.,Müşteri oluşturma izniniz yok.,
You do not have permission to create insurance companies.,Sigorta şirketi oluşturma izniniz yok.,
You do not have permission to create insured assets.,Sigortalı varlık oluşturma izniniz yok.,
You do not have permission to create leads.,Fırsat oluşturma izniniz yok.,
You do not have permission to create notification templates.,Bildirim şablonu oluşturma izniniz yok.,
You do not have permission to create offers.,Teklif oluşturma izniniz yok.,
You do not have permission to create ownership assignments.,Sahiplik ataması oluşturma izniniz yok.,
You do not have permission to create payments.,Ödeme oluşturma izniniz yok.,
You do not have permission to create policies.,Poliçe oluşturma izniniz yok.,
You do not have permission to create reconciliation items.,Mutabakat öğesi oluşturma izniniz yok.,
You do not have permission to create reminders.,Hatırlatıcı oluşturma izniniz yok.,
You do not have permission to create renewal tasks.,Yenileme görevi oluşturma izniniz yok.,
You do not have permission to create sales entities.,Satış birimi oluşturma izniniz yok.,
You do not have permission to create segments.,Segment oluşturma izniniz yok.,
You do not have permission to create tasks.,Görev oluşturma izniniz yok.,
You do not have permission to delete this record.,Bu kaydı silme izniniz yok.,
You do not have permission to search {0}.,{0} içinde arama yapma izniniz yok.,
You do not have permission to update this record.,Bu kaydı güncelleme izniniz yok.,
You have active break-glass access until {0},{0} tarihine kadar aktif kırma camı erişiminiz var,
You have reached the daily masked-query limit ({limit}).,Günlük maskelenmiş sorgu limitine ulaştınız ({limit}).,
{0} is required.,{0} zorunludur.,
{0} not found: {1},{0} bulunamadı: {1},
Upload Document,Belge Yükle,
Choose a file or drag it here,Dosya seçin veya buraya sürükleyin,
Document uploaded successfully,Belge başarıyla yüklendi,
Upload failed. Please try again.,Yükleme başarısız. Lütfen tekrar deneyin.,
File is too large (max 10 MB),Dosya çok büyük (maks. 10 MB),
Private,Gizli,
File size,Dosya boyutu,
Document Registry,Belge Kayıtları
Document Kind,Belge Türü
Document Date,Belge Tarihi
Policy Documents,Poliçe Belgeleri
Claim Documents,Hasar Belgeleri
Customer Documents,Müşteri Belgeleri
Recent Documents,Son Belgeler
Document Details,Belge Detayı
Metadata records for uploaded documents,Yüklenen belgelerin metadata kayıtları
